"prod","data","vendite_giorn_prod"
2,"2014-10-08",342
2,"2014-10-09",448
2,"2014-10-10",427
2,"2014-10-11",153
2,"2014-10-12",54
2,"2014-10-13",344
2,"2014-10-14",462
2,"2014-10-15",401
2,"2014-10-16",432
2,"2014-10-17",418
2,"2014-10-18",126
2,"2014-10-19",42
2,"2014-10-20",354
2,"2014-10-21",372
2,"2014-10-22",342
2,"2014-10-23",362
2,"2014-10-24",388
2,"2014-10-25",117
2,"2014-10-26",70
2,"2014-10-27",270
2,"2014-10-28",383
2,"2014-10-29",329
2,"2014-10-30",472
2,"2014-10-31",438
2,"2014-11-01",105
2,"2014-11-02",20
2,"2014-11-03",298
2,"2014-11-04",453
2,"2014-11-05",255
2,"2014-11-06",389
2,"2014-11-07",316
2,"2014-11-08",111
2,"2014-11-09",52
2,"2014-11-10",325
2,"2014-11-11",342
2,"2014-11-12",383
2,"2014-11-13",460
2,"2014-11-14",445
2,"2014-11-15",140
2,"2014-11-16",78
2,"2014-11-17",336
2,"2014-11-18",378
2,"2014-11-19",384
2,"2014-11-20",470
2,"2014-11-21",352
2,"2014-11-22",92
2,"2014-11-23",62
2,"2014-11-24",386
2,"2014-11-25",440
2,"2014-11-26",334
2,"2014-11-27",548
2,"2014-11-28",446
2,"2014-11-29",208
2,"2014-11-30",109
2,"2014-12-01",396
2,"2014-12-02",458
2,"2014-12-03",397
2,"2014-12-04",445
2,"2014-12-05",434
2,"2014-12-06",196
2,"2014-12-07",51
2,"2014-12-08",15
2,"2014-12-09",270
2,"2014-12-10",409
2,"2014-12-11",385
2,"2014-12-12",331
2,"2014-12-13",166
2,"2014-12-14",73
2,"2014-12-15",356
2,"2014-12-16",346
2,"2014-12-17",492
2,"2014-12-18",344
2,"2014-12-19",359
2,"2014-12-20",124
2,"2014-12-21",31
2,"2014-12-22",285
2,"2014-12-23",402
2,"2014-12-24",258
2,"2014-12-25",175
2,"2014-12-26",15
2,"2014-12-27",32
2,"2014-12-28",67
2,"2014-12-29",363
2,"2014-12-30",423
2,"2014-12-31",339
2,"2015-01-01",87
2,"2015-01-02",291
2,"2015-01-03",200
2,"2015-01-04",118
2,"2015-01-05",193
2,"2015-01-06",21
2,"2015-01-07",313
2,"2015-01-08",335
2,"2015-01-09",280
2,"2015-01-10",286
2,"2015-01-11",81
2,"2015-01-12",310
2,"2015-01-13",269
2,"2015-01-14",448
2,"2015-01-15",398
2,"2015-01-16",310
2,"2015-01-17",10
2,"2015-01-18",15
2,"2015-01-19",349
2,"2015-01-20",502
2,"2015-01-21",422
2,"2015-01-22",361
2,"2015-01-23",471
2,"2015-01-24",218
2,"2015-01-25",199
2,"2015-01-26",330
2,"2015-01-27",266
2,"2015-01-28",344
2,"2015-01-29",289
2,"2015-01-30",377
2,"2015-01-31",168
2,"2015-02-01",125
2,"2015-02-02",233
2,"2015-02-03",326
2,"2015-02-04",403
2,"2015-02-05",372
2,"2015-02-06",492
2,"2015-02-07",415
2,"2015-02-08",272
2,"2015-02-09",472
2,"2015-02-10",445
2,"2015-02-11",431
2,"2015-02-12",407
2,"2015-02-13",562
2,"2015-02-14",521
2,"2015-02-15",178
2,"2015-02-16",280
2,"2015-02-17",444
2,"2015-02-18",456
2,"2015-02-19",511
2,"2015-02-20",460
2,"2015-02-21",373
2,"2015-02-22",172
2,"2015-02-23",338
2,"2015-02-24",441
2,"2015-02-25",314
2,"2015-02-26",444
2,"2015-02-27",495
2,"2015-02-28",394
2,"2015-03-01",86
2,"2015-03-02",318
2,"2015-03-03",382
2,"2015-03-04",299
2,"2015-03-05",754
2,"2015-03-06",310
2,"2015-03-07",506
2,"2015-03-08",203
2,"2015-03-09",510
2,"2015-03-10",640
2,"2015-03-11",537
2,"2015-03-12",670
2,"2015-03-13",572
2,"2015-03-14",399
2,"2015-03-15",84
2,"2015-03-16",333
2,"2015-03-17",471
2,"2015-03-18",439
2,"2015-03-19",607
2,"2015-03-20",511
2,"2015-03-21",322
2,"2015-03-22",124
2,"2015-03-23",380
2,"2015-03-24",435
2,"2015-03-25",476
2,"2015-03-26",520
2,"2015-03-27",582
2,"2015-03-28",324
2,"2015-03-29",157
2,"2015-03-30",247
2,"2015-03-31",327
2,"2015-04-01",274
2,"2015-04-02",424
2,"2015-04-03",530
2,"2015-04-04",336
2,"2015-04-05",177
2,"2015-04-06",96
2,"2015-04-07",381
2,"2015-04-08",536
2,"2015-04-09",466
2,"2015-04-10",390
2,"2015-04-11",11
2,"2015-04-12",315
2,"2015-04-13",522
2,"2015-04-14",581
2,"2015-04-15",408
2,"2015-04-16",490
2,"2015-04-17",438
2,"2015-04-18",397
2,"2015-04-19",144
2,"2015-04-20",234
2,"2015-04-21",199
2,"2015-04-22",355
2,"2015-04-23",614
2,"2015-04-24",479
2,"2015-04-25",330
2,"2015-04-26",152
2,"2015-04-27",334
2,"2015-04-28",457
2,"2015-04-29",261
2,"2015-04-30",568
2,"2015-05-01",255
2,"2015-05-02",101
2,"2015-05-03",356
2,"2015-05-04",431
2,"2015-05-05",428
2,"2015-05-06",462
2,"2015-05-07",687
2,"2015-05-08",562
2,"2015-05-09",472
2,"2015-05-10",127
2,"2015-05-11",305
2,"2015-05-12",359
2,"2015-05-13",282
2,"2015-05-14",344
2,"2015-05-15",291
2,"2015-05-16",90
2,"2015-05-17",435
2,"2015-05-18",474
2,"2015-05-19",430
2,"2015-05-20",298
2,"2015-05-21",391
2,"2015-05-22",477
2,"2015-05-23",429
2,"2015-05-24",74
2,"2015-05-25",217
2,"2015-05-26",553
2,"2015-05-27",396
2,"2015-05-28",287
2,"2015-05-29",445
2,"2015-05-30",190
2,"2015-05-31",101
2,"2015-06-01",180
2,"2015-06-02",240
2,"2015-06-03",201
2,"2015-06-04",464
2,"2015-06-05",366
2,"2015-06-06",80
2,"2015-06-07",214
2,"2015-06-08",403
2,"2015-06-09",402
2,"2015-06-10",519
2,"2015-06-11",479
2,"2015-06-12",224
2,"2015-06-13",406
2,"2015-06-14",71
2,"2015-06-15",307
2,"2015-06-16",438
2,"2015-06-17",379
2,"2015-06-18",365
2,"2015-06-19",400
2,"2015-06-20",4
2,"2015-06-21",195
2,"2015-06-22",375
2,"2015-06-23",369
2,"2015-06-24",222
2,"2015-06-25",475
2,"2015-06-26",407
2,"2015-06-27",250
2,"2015-06-28",54
2,"2015-06-29",179
2,"2015-06-30",340
2,"2015-07-01",338
2,"2015-07-02",321
2,"2015-07-03",420
2,"2015-07-04",243
2,"2015-07-05",10
2,"2015-07-06",206
2,"2015-07-07",653
2,"2015-07-08",449
2,"2015-07-09",442
2,"2015-07-10",357
2,"2015-07-11",267
2,"2015-07-12",63
2,"2015-07-13",275
2,"2015-07-14",344
2,"2015-07-15",355
2,"2015-07-16",408
2,"2015-07-17",459
2,"2015-07-18",140
2,"2015-07-19",31
2,"2015-07-20",238
2,"2015-07-21",374
2,"2015-07-22",282
2,"2015-07-23",358
2,"2015-07-24",295
2,"2015-07-25",122
2,"2015-07-26",110
2,"2015-07-27",202
2,"2015-07-28",422
2,"2015-07-29",284
2,"2015-07-30",237
2,"2015-07-31",445
2,"2015-08-01",208
2,"2015-08-02",2
2,"2015-08-03",337
2,"2015-08-04",322
2,"2015-08-05",344
2,"2015-08-06",356
2,"2015-08-07",350
2,"2015-08-08",129
2,"2015-08-09",10
2,"2015-08-10",185
2,"2015-08-11",256
2,"2015-08-12",310
2,"2015-08-13",296
2,"2015-08-14",272
2,"2015-08-15",20
2,"2015-08-16",2
2,"2015-08-17",230
2,"2015-08-18",320
2,"2015-08-19",258
2,"2015-08-20",260
2,"2015-08-21",270
2,"2015-08-22",88
2,"2015-08-23",16
2,"2015-08-24",161
2,"2015-08-25",221
2,"2015-08-26",193
2,"2015-08-27",214
2,"2015-08-28",272
2,"2015-08-29",137
2,"2015-08-30",1
2,"2015-08-31",164
2,"2015-09-01",259
2,"2015-09-02",227
2,"2015-09-03",214
2,"2015-09-04",299
2,"2015-09-05",4
2,"2015-09-06",186
2,"2015-09-07",211
2,"2015-09-08",352
2,"2015-09-09",409
2,"2015-09-10",440
2,"2015-09-11",389
2,"2015-09-12",293
2,"2015-09-13",78
2,"2015-09-14",358
2,"2015-09-15",369
2,"2015-09-16",319
2,"2015-09-17",347
2,"2015-09-18",371
2,"2015-09-19",3
2,"2015-09-20",90
2,"2015-09-21",404
2,"2015-09-22",461
2,"2015-09-23",415
2,"2015-09-24",350
2,"2015-09-25",421
2,"2015-09-26",204
2,"2015-09-27",91
2,"2015-09-28",249
2,"2015-09-29",256
2,"2015-09-30",200
2,"2015-10-01",742
2,"2015-10-02",401
2,"2015-10-03",295
2,"2015-10-04",129
2,"2015-10-05",292
2,"2015-10-06",571
2,"2015-10-07",402
2,"2015-10-08",453
2,"2015-10-09",552
2,"2015-10-10",3
2,"2015-10-11",108
2,"2015-10-12",404
2,"2015-10-13",540
2,"2015-10-14",283
2,"2015-10-15",497
2,"2015-10-16",412
2,"2015-10-17",229
2,"2015-10-18",21
2,"2015-10-19",229
2,"2015-10-20",345
2,"2015-10-21",356
2,"2015-10-22",455
2,"2015-10-23",454
2,"2015-10-24",227
2,"2015-10-25",14
2,"2015-10-26",235
2,"2015-10-27",367
2,"2015-10-28",304
2,"2015-10-29",316
2,"2015-10-30",359
2,"2015-10-31",173
2,"2015-11-01",22
2,"2015-11-02",220
2,"2015-11-03",274
2,"2015-11-04",336
2,"2015-11-05",524
2,"2015-11-06",459
2,"2015-11-07",347
2,"2015-11-08",91
2,"2015-11-09",366
2,"2015-11-10",552
2,"2015-11-11",378
2,"2015-11-12",376
2,"2015-11-13",376
2,"2015-11-14",142
2,"2015-11-15",80
2,"2015-11-16",230
2,"2015-11-17",425
2,"2015-11-18",417
2,"2015-11-19",400
2,"2015-11-20",458
2,"2015-11-21",186
2,"2015-11-22",73
2,"2015-11-23",266
2,"2015-11-24",322
2,"2015-11-25",309
2,"2015-11-26",547
2,"2015-11-27",492
2,"2015-11-28",293
2,"2015-11-29",99
2,"2015-11-30",260
2,"2015-12-01",369
2,"2015-12-02",362
2,"2015-12-03",474
2,"2015-12-04",382
2,"2015-12-05",160
2,"2015-12-06",4
2,"2015-12-07",162
2,"2015-12-08",66
2,"2015-12-09",225
2,"2015-12-10",532
2,"2015-12-11",429
2,"2015-12-12",174
2,"2015-12-13",40
2,"2015-12-14",293
2,"2015-12-15",321
2,"2015-12-16",417
2,"2015-12-17",322
2,"2015-12-18",332
2,"2015-12-19",262
2,"2015-12-20",96
2,"2015-12-21",240
2,"2015-12-22",454
2,"2015-12-23",324
2,"2015-12-24",416
2,"2015-12-25",146
2,"2015-12-26",1
2,"2015-12-27",1
2,"2015-12-28",253
2,"2015-12-29",428
2,"2015-12-30",162
2,"2015-12-31",198
2,"2016-01-01",14
2,"2016-01-02",105
2,"2016-01-03",19
2,"2016-01-04",263
2,"2016-01-05",504
2,"2016-01-06",55
2,"2016-01-07",220
2,"2016-01-08",354
2,"2016-01-09",148
2,"2016-01-10",29
2,"2016-01-11",236
2,"2016-01-12",377
2,"2016-01-13",295
2,"2016-01-14",216
2,"2016-01-15",440
2,"2016-01-16",254
2,"2016-01-17",57
2,"2016-01-18",311
2,"2016-01-19",364
2,"2016-01-20",327
2,"2016-01-21",369
2,"2016-01-22",377
2,"2016-01-23",210
2,"2016-01-24",38
2,"2016-01-25",224
2,"2016-01-26",350
2,"2016-01-27",362
2,"2016-01-28",428
2,"2016-01-29",382
2,"2016-01-30",186
2,"2016-01-31",95
2,"2016-02-01",261
2,"2016-02-02",285
2,"2016-02-03",416
2,"2016-02-04",470
2,"2016-02-05",257
2,"2016-02-06",422
2,"2016-02-07",128
2,"2016-02-08",259
2,"2016-02-09",471
2,"2016-02-10",402
2,"2016-02-11",438
2,"2016-02-12",460
2,"2016-02-13",299
2,"2016-02-14",141
2,"2016-02-15",251
2,"2016-02-16",340
2,"2016-02-17",499
2,"2016-02-18",531
2,"2016-02-19",394
2,"2016-02-20",296
2,"2016-02-21",52
2,"2016-02-22",329
2,"2016-02-23",577
2,"2016-02-24",395
2,"2016-02-25",518
2,"2016-02-26",366
2,"2016-02-27",307
2,"2016-02-28",42
2,"2016-02-29",283
2,"2016-03-01",432
2,"2016-03-02",614
2,"2016-03-03",611
2,"2016-03-04",593
2,"2016-03-05",366
2,"2016-03-06",128
2,"2016-03-07",329
2,"2016-03-08",645
2,"2016-03-09",504
2,"2016-03-10",410
2,"2016-03-11",594
2,"2016-03-12",258
2,"2016-03-13",154
2,"2016-03-14",267
2,"2016-03-15",478
2,"2016-03-16",438
2,"2016-03-17",514
2,"2016-03-18",397
2,"2016-03-19",286
2,"2016-03-20",29
2,"2016-03-21",163
2,"2016-03-22",63
2,"2016-03-23",505
2,"2016-03-24",427
2,"2016-03-25",667
2,"2016-03-26",274
2,"2016-03-27",29
2,"2016-03-28",14
2,"2016-03-29",262
2,"2016-03-30",498
2,"2016-03-31",312
2,"2016-04-01",437
2,"2016-04-02",324
2,"2016-04-03",77
2,"2016-04-04",255
2,"2016-04-05",510
2,"2016-04-06",377
2,"2016-04-07",339
2,"2016-04-08",495
2,"2016-04-09",360
2,"2016-04-10",74
2,"2016-04-11",255
2,"2016-04-12",412
2,"2016-04-13",307
2,"2016-04-14",402
2,"2016-04-15",460
2,"2016-04-16",273
2,"2016-04-17",41
2,"2016-04-18",256
2,"2016-04-19",473
2,"2016-04-20",320
2,"2016-04-21",630
2,"2016-04-22",505
2,"2016-04-23",240
2,"2016-04-24",56
2,"2016-04-25",19
2,"2016-04-26",259
2,"2016-04-27",545
2,"2016-04-28",385
2,"2016-04-29",443
2,"2016-04-30",205
2,"2016-05-01",28
2,"2016-05-02",320
2,"2016-05-03",360
2,"2016-05-04",352
2,"2016-05-05",496
2,"2016-05-06",428
2,"2016-05-07",223
2,"2016-05-08",25
2,"2016-05-09",258
2,"2016-05-10",413
2,"2016-05-11",360
2,"2016-05-12",429
2,"2016-05-13",435
2,"2016-05-14",237
2,"2016-05-15",61
2,"2016-05-16",298
2,"2016-05-17",368
2,"2016-05-18",307
2,"2016-05-19",364
